Name,SMILES,BoM,Enzyme
Capsaicin,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"<15,17;Dehydrogenation;R1><15,16;Dehydrogenation;R2><16,H;Hydroxylation;R3><17,H;Hydroxylation;R4>",CYP2C9
Capsaicin,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"<15,17;Dehydrogenation;R1><15,16;Dehydrogenation;R2><0,1;Cleavage;R3><0,H;Oxidation;R3>",CYP2C19
Capsaicin,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"<15,17;Dehydrogenation;R1><15,16;Dehydrogenation;R2><16,H;Hydroxylation;R3><17,H;Hydroxylation;R4>",CYP2E1
Capsaicin,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"<15,H;Hydroxylation;R1><5,6;Dehydrogenation;R2>",CYP3A4
Carbaryl,CNC(=O)Oc1cccc2ccccc12,"<10,H;Hydroxylation;R1><0,H;Hydroxylation;R2><8,H;Hydroxylation;R3>",CYP1A2
Carbaryl,CNC(=O)Oc1cccc2ccccc12,"<10,H;Hydroxylation;R1><0,H;Hydroxylation;R2><8,H;Hydroxylation;R3>",CYP2B6
Carbaryl,CNC(=O)Oc1cccc2ccccc12,"<10,H;Hydroxylation;R1><0,H;Hydroxylation;R2><8,H;Hydroxylation;R3>",CYP2C19
Carbaryl,CNC(=O)Oc1cccc2ccccc12,"<10,H;Hydroxylation;R1><0,H;Hydroxylation;R2><8,H;Hydroxylation;R3>",CYP3A4
Carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2,"<15,H;Hydroxylation;R1>",CYP1A2
Carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2,"<15,H;Hydroxylation;R1>",CYP2C8
Carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2,"<15,H;Hydroxylation;R1>",CYP2C19
Carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2,"<15,H;Hydroxylation;R1>",CYP3A4
Carvedilol,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,"<24,H;Hydroxylation;R1><0,1;Cleavage;R2><0,H;Oxidation;R2>",CYP1A2
Carvedilol,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,"<4,H;Hydroxylation;R1><5,H;Hydroxylation;R2><0,1;Cleavage;R3><0,H;Oxidation;R3>",CYP2C9
Carvedilol,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,"<4,H;Hydroxylation;R1><5,H;Hydroxylation;R2><0,1;Cleavage;R3><0,H;Oxidation;R3>",CYP2D6
Carvedilol,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,"<4,H;Hydroxylation;R1><5,H;Hydroxylation;R2><0,1;Cleavage;R3><0,H;Oxidation;R3>",CYP2E1
Carvedilol,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,"<4,H;Hydroxylation;R1><24,H;Hydroxylation;R2>",CYP3A4
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"<0,H;Hydroxylation;R1>",CYP1A2
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"<0,H;Hydroxylation;R1>",CYP2C9
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"<0,H;Hydroxylation;R1>",CYP2C19
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"<0,H;Hydroxylation;R1>",CYP2D6
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"<0,H;Hydroxylation;R1>",CYP2E1
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"<0,H;Hydroxylation;R1>",CYP3A4
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,"<10,H;Hydroxylation;R1><0,1;Cleavage;R2><0,H;Oxidation;R2><1,2;Cleavage;R3><2,H;Oxidation;R3><13,S;S-Oxidation;R4>",CYP1A2
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,"<13,S;S-Oxidation;R1>",CYP2B6
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,"<13,S;S-Oxidation;R1>",CYP2C9
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,"<10,H;Hydroxylation;R1><0,1;Cleavage;R2><0,H;Oxidation;R2><1,2;Cleavage;R3><2,H;Oxidation;R3>",CYP2D6
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,"<13,S;S-Oxidation;R1>",CYP3A4
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP1A2
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP2A6
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP2C8
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP2C9
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP2C19
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP2D6
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP2E1
Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"<16,H;Hydroxylation;R1><11,H;Hydroxylation;R2>",CYP3A4
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP1A2
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP2A6
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP2B6
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP2C9
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP2C19
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP2D6
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP2E1
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,"<7,H;Hydroxylation;R1>",CYP3A4
Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,"<3,H;Hydroxylation;R1>",CYP1A2
Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,"<20,H;Hydroxylation;R1>",CYP2C19
Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,"<3,H;Hydroxylation;R1>",CYP2D6
Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,"<20,H;Hydroxylation;R1><3,H;Hydroxylation;R2>",CYP3A4
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP1A2
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2B6
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2C8
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><11,H;Oxidation;R2>",CYP2C9
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><11,H;Oxidation;R2>",CYP2C19
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2D6
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP3A4
Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><9,H;Hydroxylation;R3>",CYP1A2
Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C8
Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"<9,H;Hydroxylation;R1>",CYP2C9
Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C19
Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><9,H;Hydroxylation;R3><17,H;Hydroxylation;R4>",CYP2D6
Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP3A4
Clopidogrel,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"<17,H;Oxidation;R1><17,18;Reduction;R1><18,19;Oxidation;R1><15,19;Reduction;R1>",CYP1A2
Clopidogrel,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"<17,H;Oxidation;R1><17,18;Reduction;R1><18,19;Oxidation;R1><15,19;Reduction;R1>",CYP2B6
Clopidogrel,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"<17,H;Oxidation;R1><17,18;Reduction;R1><18,19;Oxidation;R1><15,19;Reduction;R1>",CYP2C8
Clopidogrel,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"<17,H;Oxidation;R1><17,18;Reduction;R1><18,19;Oxidation;R1><15,19;Reduction;R1>",CYP2C9
Clopidogrel,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"<17,H;Oxidation;R1><17,18;Reduction;R1><18,19;Oxidation;R1><15,19;Reduction;R1>",CYP2C19
Clopidogrel,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"<17,H;Oxidation;R1><17,18;Reduction;R1><18,19;Oxidation;R1><15,19;Reduction;R1>",CYP2D6
Clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,"<1,H;Hydroxylation;R1><7,8;Cleavage;R2><8,H;Oxidation;R2>",CYP1A2
Clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,"<1,H;Hydroxylation;R1><7,8;Cleavage;R2><8,H;Oxidation;R2>",CYP2B6
Clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,"<1,H;Hydroxylation;R1><7,8;Cleavage;R2><8,H;Oxidation;R2>",CYP2C19
Clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,"<1,H;Hydroxylation;R1><7,8;Cleavage;R2><8,H;Oxidation;R2>",CYP2D6
Clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,"<1,H;Hydroxylation;R1><7,8;Cleavage;R2><8,H;Oxidation;R2>",CYP3A4
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,N;N-Oxidation;R2>",CYP1A2
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,N;N-Oxidation;R2>",CYP2C8
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2C9
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,N;N-Oxidation;R2>",CYP2C19
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,N;N-Oxidation;R2>",CYP2D6
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2E1
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,N;N-Oxidation;R2>",CYP3A4
Curcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,"<20,21;Cleavage;R1><21,H;Oxidation;R1><0,1;Cleavage;R2><0,H;Oxidation;R2>",CYP1A2
Curcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,"<20,21;Cleavage;R1><21,H;Oxidation;R1><0,1;Cleavage;R2><0,H;Oxidation;R2>",CYP2D6
Cyamemazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"<14,S;S-Oxidation;R1><3,4;Cleavage;R2><4,H;Oxidation;R2><3,5;Cleavage;R3><5,H;Oxidation;R3>",CYP1A2
Cyamemazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"<3,4;Cleavage;R1><4,H;Oxidation;R1><3,5;Cleavage;R2><5,H;Oxidation;R2>",CYP2B6
Cyamemazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"<14,S;S-Oxidation;R1><3,4;Cleavage;R2><4,H;Oxidation;R2><3,5;Cleavage;R3><5,H;Oxidation;R3>",CYP2C8
Cyamemazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"<14,S;S-Oxidation;R1><9,H;Hydroxylation;R2><10,H;Hydroxylation;R3><11,H;Hydroxylation;R4><12,H;Hydroxylation;R5>",CYP2C9
Cyamemazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"<14,S;S-Oxidation;R1><3,4;Cleavage;R2><4,H;Oxidation;R2><3,5;Cleavage;R3><5,H;Oxidation;R3>",CYP2C19
Cyamemazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"<14,S;S-Oxidation;R1><9,H;Hydroxylation;R2><10,H;Hydroxylation;R3><11,H;Hydroxylation;R4><12,H;Hydroxylation;R5>",CYP2D6
Cyamemazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"<3,4;Cleavage;R1><4,H;Oxidation;R1><3,5;Cleavage;R2><5,H;Oxidation;R2><14,S;S-Oxidation;R3><9,H;Hydroxylation;R4><10,H;Hydroxylation;R5><11,H;Hydroxylation;R6><12,H;Hydroxylation;R7>",CYP3A4
Cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP1A2
Cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP3A4
Cyclohexylline,Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC1CCCCC1,"<0,H;Hydroxylation;R1>",CYP1A2
Cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,"<10,H;Hydroxylation;R1><2,3;Cleavage;R2><3,H;Oxidation;R2><2,6;Cleavage;R3><6,H;Oxidation;R3>",CYP1A2
Cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,"<10,H;Hydroxylation;R1>",CYP2A6
Cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,"<10,H;Hydroxylation;R1>",CYP2B6
Cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,"<10,H;Hydroxylation;R1>",CYP2C8
Cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,"<10,H;Hydroxylation;R1>",CYP2C9
Cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,"<10,H;Hydroxylation;R1>",CYP2C19
Cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,"<10,H;Hydroxylation;R1><2,3;Cleavage;R2><3,H;Oxidation;R2><2,6;Cleavage;R3><6,H;Oxidation;R3>",CYP3A4
Dacarbazine,CN(C)N/N=C1\N=CN=C1C(N)=O,"<10,11;Cleavage;R1><11,H;Oxidation;R1><10,12;Cleavage;R2><12,H;Oxidation;R2>",CYP1A2
Dacarbazine,CN(C)N/N=C1\N=CN=C1C(N)=O,"<10,11;Cleavage;R1><11,H;Oxidation;R1><10,12;Cleavage;R2><12,H;Oxidation;R2>",CYP2E1
DDB,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,"<20,21;Cleavage;R1><21,H;Oxidation;R1><7,8;Cleavage;R2><8,H;Oxidation;R2>",CYP1A2
DDB,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,"<25,26;Cleavage;R1><24,25;Cleavage;R1><25,H;Oxidation;R1><28,29;Cleavage;R2><27,28;Cleavage;R2><28,H;Oxidation;R2>",CYP2C9
DDB,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,"<25,26;Cleavage;R1><24,25;Cleavage;R1><25,H;Oxidation;R1><28,29;Cleavage;R2><27,28;Cleavage;R2><28,H;Oxidation;R2>",CYP3A4
Dehydropranidipine,COC(=O)c1c(C)nc(C)c(C(=O)OC/C=C/c2ccccc2)c1-c1cccc([N+](=O)[O-])c1,"<13,14;Cleavage;R1>",CYP1A2
Dehydropranidipine,COC(=O)c1c(C)nc(C)c(C(=O)OC/C=C/c2ccccc2)c1-c1cccc([N+](=O)[O-])c1,"<13,14;Cleavage;R1>",CYP2D6
Dehydropranidipine,COC(=O)c1c(C)nc(C)c(C(=O)OC/C=C/c2ccccc2)c1-c1cccc([N+](=O)[O-])c1,"<13,14;Cleavage;R1>",CYP3A4
Dexfenfluramine,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,"<1,2;Cleavage;R1><11,H;Oxidation;R1>",CYP1A2
Dexfenfluramine,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,"<1,2;Cleavage;R1><11,H;Oxidation;R1>",CYP2D6
DiMMAMC,COc1ccc2c(CN(C)C)cc(=O)oc2c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><8,9;Cleavage;R2><9,H;Oxidation;R2><8,10;Cleavage;R3><10,H;Oxidation;R3>",CYP1A2
DiMMAMC,COc1ccc2c(CN(C)C)cc(=O)oc2c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2C19
DiMMAMC,COc1ccc2c(CN(C)C)cc(=O)oc2c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2D6
Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"<3,4;Desulphuration;R1><3,8;Cleavage;R2>",CYP1A2
Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"<3,4;Desulphuration;R1><3,8;Cleavage;R2>",CYP2B6
Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"<3,4;Desulphuration;R1><3,8;Cleavage;R2>",CYP2C8
Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"<3,4;Desulphuration;R1><3,8;Cleavage;R2>",CYP2C19
Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"<3,4;Desulphuration;R1><3,8;Cleavage;R2>",CYP2D6
Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"<3,4;Desulphuration;R1><3,8;Cleavage;R2>",CYP3A4
"Dibenz[a,h]anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"<17,18;Epoxidation;R1><1,2;Epoxidation;R2><15,16;Epoxidation;R3><5,0;Epoxidation;R4>",CYP1A2
"Dibenz[a,h]anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"<17,18;Epoxidation;R1><1,2;Epoxidation;R2><15,16;Epoxidation;R3><5,0;Epoxidation;R4><12,13;Epoxidation;R5><6,7;Epoxidation;R6>",CYP2B6
"Dibenz[a,h]anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"<17,18;Epoxidation;R1><1,2;Epoxidation;R2><15,16;Epoxidation;R3><5,0;Epoxidation;R4><12,13;Epoxidation;R5><6,7;Epoxidation;R6>",CYP2C8
"Dibenz[a,h]anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"<17,18;Epoxidation;R1><1,2;Epoxidation;R2><15,16;Epoxidation;R3><5,0;Epoxidation;R4><12,13;Epoxidation;R5><6,7;Epoxidation;R6>",CYP2C9
"Dibenz[a,h]anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"<17,18;Epoxidation;R1><1,2;Epoxidation;R2><15,16;Epoxidation;R3><5,0;Epoxidation;R4><12,13;Epoxidation;R5><6,7;Epoxidation;R6>",CYP2E1
"Dibenz[a,h]anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"<17,18;Epoxidation;R1><1,2;Epoxidation;R2><15,16;Epoxidation;R3><5,0;Epoxidation;R4><12,13;Epoxidation;R5><6,7;Epoxidation;R6>",CYP3A4
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<8,9;EpOxidation;R1><11,H;Hydroxylation;R2><0,5;EpOxidation;R3><1,2;EpOxidation;R4>",CYP1A2
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<11,H;Hydroxylation;R1><0,5;EpOxidation;R2>",CYP2A6
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<8,9;EpOxidation;R1><11,H;Hydroxylation;R2><0,5;EpOxidation;R3><1,2;EpOxidation;R4>",CYP2B6
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<8,9;EpOxidation;R1><11,H;Hydroxylation;R2><0,5;EpOxidation;R3>",CYP2C8
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<8,9;EpOxidation;R1><11,H;Hydroxylation;R2><0,5;EpOxidation;R3><1,2;EpOxidation;R4>",CYP2C9
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<8,9;EpOxidation;R1><11,H;Hydroxylation;R2><0,5;EpOxidation;R3>",CYP2D6
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<8,9;EpOxidation;R1><11,H;Hydroxylation;R2><0,5;EpOxidation;R3>",CYP2E1
"Dibenzo[a,l]pyrene",c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,"<8,9;EpOxidation;R1><11,H;Hydroxylation;R2><0,5;EpOxidation;R3><1,2;EpOxidation;R4>",CYP3A4
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP1A2
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2B6
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C9
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C19
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2D6
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP3A4
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP1A2
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2A6
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2B6
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C8
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C9
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C19
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2D6
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2E1
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP3A4
Domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,"<5,H;Hydroxylation;R1>",CYP1A2
Domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,"<5,H;Hydroxylation;R1>",CYP2B6
